Subject ID,Slice Index,Haarpsi,VSI,VIF,NQM,Motion_Level
brain_AXT2_207_2070840,0,0.9554400121369602,0.9966,0.7722,32.900728783497506,1
brain_AXT2_207_2070840,1,0.9785833638567376,0.9977,0.8033,33.5955012434892,1
brain_AXT2_207_2070840,2,0.9736504144848448,0.9966,0.7763,30.19974928733127,1
brain_AXT2_207_2070840,3,0.9733421882010812,0.9976,0.7611,35.41691061377755,1
brain_AXT2_207_2070840,4,0.9873630449999488,0.9989,0.8707,40.96562755731031,1
brain_AXT2_207_2070840,5,0.9789526453430328,0.9975,0.781,36.53627458943779,1
brain_AXT2_207_2070840,6,0.982451992792952,0.9981,0.8158,32.52521127982816,1
brain_AXT2_207_2070840,7,0.9914673584427252,0.9993,0.9265,41.30806031154143,1
brain_AXT2_207_2070840,8,0.984375866124482,0.9978,0.7929,38.760846614124176,1
brain_AXT2_207_2070840,9,0.9965330396483384,0.9992,0.8458,40.486557423143886,1
brain_AXT2_207_2070840,10,0.9847789714464402,0.9979,0.7826,38.20122260721893,1
brain_AXT2_207_2070840,11,0.9975862688430814,0.9995,0.8889,39.48478436811057,1
brain_AXT2_207_2070840,12,0.9946344377717397,0.999,0.7621,37.06642163478502,1
brain_AXT2_207_2070840,13,0.9817897536082072,0.9967,0.6372,33.71939719822273,1
brain_AXT2_207_2070840,14,0.9827809091637776,0.9981,0.7001,33.92264289792666,1
brain_AXT2_207_2070840,15,0.8232271886314471,0.9849,0.3305,19.1417395753766,1
brain_AXT2_207_2070795,0,0.9758092726158584,0.9981,0.8204,36.84839925317743,1
brain_AXT2_207_2070795,1,0.995007974622116,0.9992,0.8873,39.83929681781068,1
brain_AXT2_207_2070795,2,0.9834948786212931,0.9985,0.8541,39.28404642926586,1
brain_AXT2_207_2070795,3,0.997266927474362,0.9995,0.91,43.317785704128575,1
brain_AXT2_207_2070795,4,0.9757001435868832,0.9978,0.8098,35.72957374298689,1
brain_AXT2_207_2070795,5,0.9910608601843296,0.9989,0.8447,40.7557717749504,1
brain_AXT2_207_2070795,6,0.9713257147723484,0.9981,0.779,34.65022640981117,1
brain_AXT2_207_2070795,7,0.9871499239425008,0.9982,0.8038,39.44806516968121,1
brain_AXT2_207_2070795,8,0.9884806347194268,0.9984,0.8107,40.92741054830561,1
brain_AXT2_207_2070795,9,0.9690989843998846,0.9971,0.7524,37.42642366000262,1
brain_AXT2_207_2070795,10,0.9787714836679124,0.9973,0.7437,39.43998910483802,1
brain_AXT2_207_2070795,11,0.983510043691747,0.9978,0.8097,40.99537738558756,1
brain_AXT2_207_2070795,12,0.9872821630693548,0.9978,0.7969,37.65093531605207,1
brain_AXT2_207_2070795,13,0.991082103625665,0.9983,0.786,37.16130641856709,1
brain_AXT2_207_2070795,14,0.9844503426640088,0.997,0.674,33.95442506420023,1
brain_AXT2_207_2070795,15,0.9731361478918642,0.9964,0.5635,32.26316428510418,1
brain_AXT2_207_2070780,0,0.9800747594751,0.9973,0.794,38.87987998960461,1
brain_AXT2_207_2070780,1,0.9711984718310088,0.9975,0.7865,34.668120899769974,1
brain_AXT2_207_2070780,2,0.9920031045416858,0.9985,0.8212,37.44975552663517,1
brain_AXT2_207_2070780,3,0.995279912137225,0.9994,0.9163,42.22818692524753,1
brain_AXT2_207_2070780,4,0.9886920316599898,0.9985,0.8544,39.31474165955996,1
brain_AXT2_207_2070780,5,0.9704016866411366,0.9974,0.8123,35.102013944954244,1
brain_AXT2_207_2070780,6,0.977340810169208,0.9971,0.7958,35.47333895293417,1
brain_AXT2_207_2070780,7,0.9889404182320882,0.9984,0.8567,42.60961023989002,1
brain_AXT2_207_2070780,8,0.9896340333072658,0.9985,0.8434,44.848355165452816,1
brain_AXT2_207_2070780,9,0.9665143288781683,0.9977,0.8042,40.29920418217582,1
brain_AXT2_207_2070780,10,0.9599008741458516,0.9954,0.7369,40.23199279857067,1
brain_AXT2_207_2070780,11,0.993073904132248,0.9986,0.8671,43.70387327281338,1
brain_AXT2_207_2070780,12,0.993888633553738,0.9981,0.7913,39.59810602892599,1
brain_AXT2_207_2070780,13,0.9955750988558092,0.9988,0.8521,40.8647378193071,1
brain_AXT2_207_2070780,14,0.9955485320654562,0.999,0.8351,41.19692723599226,1
brain_AXT2_207_2070780,15,0.9935187687312936,0.9985,0.7655,39.587094257244495,1
brain_AXT2_207_2070746,0,0.981755813480853,0.9981,0.811,38.77558161719292,1
brain_AXT2_207_2070746,1,0.9712109518901784,0.9971,0.7525,33.23508891490743,1
brain_AXT2_207_2070746,2,0.9292347317527162,0.9939,0.6715,28.921121543416785,1
brain_AXT2_207_2070746,3,0.975435542929657,0.9977,0.7656,36.558446291025525,1
brain_AXT2_207_2070746,4,0.9895724144149958,0.9988,0.8284,39.06835387984358,1
brain_AXT2_207_2070746,5,0.981531098821572,0.9983,0.8182,38.54277439666168,1
brain_AXT2_207_2070746,6,0.9852615279803656,0.9984,0.8132,38.88022972345518,1
brain_AXT2_207_2070746,7,0.9828772189991368,0.9978,0.8015,37.277775794404576,1
brain_AXT2_207_2070746,8,0.9716009629393336,0.9977,0.8136,38.95454758691762,1
brain_AXT2_207_2070746,9,0.985463692259647,0.9979,0.8373,43.68077805067809,1
